open,high,low,close,volume,open_time,close_time,MACD,MACD_signal,MACD_hist,CCI,CCI_scaled,CCI_wma,INV1,RSI,RSI_scaled,RSI_wma,INV2,lowest_low,highest_high,stoch,stoch_scaled,stoch_wma,INVLine,AVINV,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,macd_signal,buy_signal,sell_signal
70.9,71.16,66.79,68.84,119830.951,2024-10-25 23:00:00+03:00,2024-10-26 02:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
68.83,69.72,68.3,69.37,77840.0,2024-10-26 03:00:00+03:00,2024-10-26 06:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
69.36,69.65,68.86,68.97,38782.122,2024-10-26 07:00:00+03:00,2024-10-26 10:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
68.97,69.25,68.84,68.87,26750.643,2024-10-26 11:00:00+03:00,2024-10-26 14:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
68.87,68.99,68.07,68.38,40448.222,2024-10-26 15:00:00+03:00,2024-10-26 18:59:59.999000+03:00,,,,-95.439001670829,-2.3859750417707253,,,34.86842105263142,-1.5131578947368582,,,66.79,71.16,36.38443935926757,-1.3615560640732434,,,,,,,,,Hold (Hala Buy),False,False
68.39,68.66,68.12,68.53,28848.737,2024-10-26 19:00:00+03:00,2024-10-26 22:59:59.999000+03:00,,,,-50.392431419489945,-1.259810785487249,,,40.71856287425152,-0.9281437125748484,,,68.07,69.72,27.878787878788263,-2.2121212121211733,,,,,,,,,Hold (Hala Buy),False,False
68.52,68.91,68.27,68.47,35795.473,2024-10-26 23:00:00+03:00,2024-10-27 02:59:59.999000+03:00,,,,-44.62198598919132,-1.1155496497297832,,,12.500000000000298,-3.7499999999999702,,,68.07,69.65,25.31645569620269,-2.468354430379731,,,,,,,,,Hold (Hala Buy),False,False
68.47,69.14,68.0,69.11,35098.129,2024-10-27 03:00:00+03:00,2024-10-27 06:59:59.999000+03:00,,,,95.0782009283556,2.37695502320889,,,54.86111111111109,0.4861111111111093,,,68.0,69.25,88.79999999999995,3.879999999999995,,,,,,,,,Hold (Hala Buy),False,False
69.11,69.17,68.76,68.91,20642.951,2024-10-27 07:00:00+03:00,2024-10-27 10:59:59.999000+03:00,,,,48.831281239551465,1.220782030988787,,,51.29870129870102,0.1298701298701019,,,68.0,69.17,77.77777777777737,2.7777777777777377,,,,,,,,,Hold (Hala Buy),False,False
68.92,69.71,68.92,69.71,25034.976,2024-10-27 11:00:00+03:00,2024-10-27 14:59:59.999000+03:00,,,,101.28493602192631,2.532123400548158,,,85.94594594594574,3.594594594594574,,,68.0,69.71,100.0,5.0,,,,,,,,,Hold (Hala Buy),False,False
69.7,70.86,69.61,70.74,44988.344,2024-10-27 15:00:00+03:00,2024-10-27 18:59:59.999000+03:00,,,,102.71513229485934,2.5678783073714837,,,90.4761904761903,4.04761904761903,,,68.0,70.86,95.80419580419564,4.580419580419565,,,,,,,,,Hold (Hala Buy),False,False
70.74,71.05,70.45,70.91,31257.056,2024-10-27 19:00:00+03:00,2024-10-27 22:59:59.999000+03:00,,,,75.177537077094,1.87943842692735,,,92.95774647887316,4.295774647887315,,,68.0,71.05,95.40983606557374,4.540983606557375,,,,,,,,,Hold (Hala Buy),False,False
70.91,71.22,70.52,71.06,31660.597,2024-10-27 23:00:00+03:00,2024-10-28 02:59:59.999000+03:00,,,,57.26522864882549,1.4316307162206374,0.805274714253061,0.6669753067465378,91.48936170212755,4.148936170212757,1.1679560104425788,0.8236158126737363,68.76,71.22,93.49593495934973,4.349593495934971,2.1207491949017214,0.971636005349049,0.8207423749231078,,,,,,Hold (Hala Buy),False,False
71.1,71.57,70.51,70.64,45490.925,2024-10-28 03:00:00+03:00,2024-10-28 06:59:59.999000+03:00,,,,3.5272275388644587,0.0881806884716114,1.0801809065022097,0.7932661739551327,83.65758754863812,3.365758754863812,1.710057860398209,0.9366546418292612,68.92,71.57,64.90566037735866,1.4905660377358658,2.4376516506582897,0.9848500783297336,0.9049236313713758,,,,,,Hold (Hala Buy),False,False
70.62,71.39,70.42,71.19,32425.613,2024-10-28 07:00:00+03:00,2024-10-28 10:59:59.999000+03:00,,,,83.51844449200537,2.0879611123001345,1.4521555618119188,0.8961182802966714,81.89655172413791,3.189655172413791,2.167591069841391,0.974139779803811,69.61,71.57,80.61224489795936,3.061224489795936,3.023578950871302,0.9952820104022194,0.9551800235009006,,,,,,Hold (Hala Buy),False,False
71.19,71.49,70.64,70.65,45020.458,2024-10-28 11:00:00+03:00,2024-10-28 14:59:59.999000+03:00,,,,-65.40152954509452,-1.635038238627363,1.3944346074899654,0.8841427306723316,47.54098360655767,-0.2459016393442333,2.556935332136473,0.988046345645288,70.42,71.57,20.000000000000497,-2.9999999999999507,2.9645072209134993,0.9946919186153008,0.9556269983109736,,,,,,Hold (Hala Buy),False,False
70.66,71.01,69.88,69.9,80387.017,2024-10-28 15:00:00+03:00,2024-10-28 18:59:59.999000+03:00,,,,-104.2833126829996,-2.60708281707499,0.840652625236201,0.6861545808868585,29.045643153527138,-2.095435684647286,2.2700967992744285,0.9788826694277994,69.88,71.57,1.183431952663329,-4.881656804733668,1.9909897981653144,0.9633854415928704,0.8761408973025094,,,,,,Hold (Hala Buy),False,False
