open,high,low,close,volume,open_time,close_time,MACD,MACD_signal,MACD_hist,CCI,CCI_scaled,CCI_wma,INV1,RSI,RSI_scaled,RSI_wma,INV2,lowest_low,highest_high,stoch,stoch_scaled,stoch_wma,INVLine,AVINV,Fibonacci_236,Fibonacci_382,Fibonacci_50,Fibonacci_618,Fibonacci_786,macd_signal,buy_signal,sell_signal
2.448,2.505,2.196,2.314,23582113.17,2024-10-25 23:00:00+03:00,2024-10-26 02:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
2.314,2.334,2.245,2.312,11400247.87,2024-10-26 03:00:00+03:00,2024-10-26 06:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
2.312,2.35,2.294,2.326,4740733.31,2024-10-26 07:00:00+03:00,2024-10-26 10:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
2.326,2.407,2.326,2.383,5408698.86,2024-10-26 11:00:00+03:00,2024-10-26 14:59:59.999000+03:00,,,,,,,,,,,,,,,,,,,,,,,,Hold (Hala Buy),False,False
2.383,2.397,2.318,2.331,6870001.41,2024-10-26 15:00:00+03:00,2024-10-26 18:59:59.999000+03:00,,,,-5.0644011677755145,-0.1266100291943878,,,56.79999999999993,0.6799999999999934,,,2.196,2.505,43.689320388349486,-0.6310679611650514,,,,,,,,,Hold (Hala Buy),False,False
2.331,2.394,2.31,2.378,4367766.2,2024-10-26 19:00:00+03:00,2024-10-26 22:59:59.999000+03:00,,,,66.04082539745268,1.651020634936317,,,68.60465116279065,1.8604651162790649,,,2.245,2.407,82.09876543209882,3.209876543209882,,,,,,,,,Hold (Hala Buy),False,False
2.378,2.395,2.356,2.361,2014022.27,2024-10-26 23:00:00+03:00,2024-10-27 02:59:59.999000+03:00,,,,13.190685221027875,0.3297671305256969,,,63.101604278074944,1.3101604278074943,,,2.294,2.407,59.29203539823025,0.9292035398230248,,,,,,,,,Hold (Hala Buy),False,False
2.362,2.407,2.332,2.381,3761118.63,2024-10-27 03:00:00+03:00,2024-10-27 06:59:59.999000+03:00,,,,43.38128276825471,1.0845320692063678,,,64.24870466321238,1.424870466321238,,,2.31,2.407,73.19587628865953,2.319587628865954,,,,,,,,,Hold (Hala Buy),False,False
2.382,2.4,2.371,2.385,2719727.74,2024-10-27 07:00:00+03:00,2024-10-27 10:59:59.999000+03:00,,,,53.433941332541,1.3358485333135253,,,50.71428571428563,0.071428571428563,,,2.31,2.407,77.31958762886572,2.731958762886572,,,,,,,,,Hold (Hala Buy),False,False
2.384,2.413,2.372,2.377,3509238.29,2024-10-27 11:00:00+03:00,2024-10-27 14:59:59.999000+03:00,,,,4.3695627651905316,0.1092390691297632,,,73.95833333333333,2.395833333333333,,,2.31,2.413,65.04854368932027,1.504854368932027,,,,,,,,,Hold (Hala Buy),False,False
2.377,2.45,2.377,2.431,5654779.69,2024-10-27 15:00:00+03:00,2024-10-27 18:59:59.999000+03:00,,,,111.8322849105756,2.7958071227643906,,,75.72815533980585,2.5728155339805854,,,2.332,2.45,83.8983050847457,3.3898305084745703,,,,,,,,,Hold (Hala Buy),False,False
2.431,2.449,2.397,2.418,4022648.3,2024-10-27 19:00:00+03:00,2024-10-27 22:59:59.999000+03:00,,,,53.487266684219435,1.337181667105486,,,78.78787878787882,2.8787878787878824,,,2.332,2.45,72.88135593220345,2.288135593220345,,,,,,,,,Hold (Hala Buy),False,False
2.418,2.52,2.41,2.49,6402945.8,2024-10-27 23:00:00+03:00,2024-10-28 02:59:59.999000+03:00,,,,103.41506806655744,2.5853767016639364,1.233573655494566,0.8436127842231164,86.09271523178816,3.609271523178816,1.8670703167907747,0.9533277804351958,2.371,2.52,79.86577181208067,2.986577181208067,2.0809951294950433,0.969324762173617,0.9220884422773098,,,,,,Hold (Hala Buy),False,False
2.491,2.497,2.385,2.392,5763350.45,2024-10-28 03:00:00+03:00,2024-10-28 06:59:59.999000+03:00,,,,-45.137346248896336,-1.1284336562224084,1.1222599191581193,0.8083535564495359,51.428571428571445,0.1428571428571445,1.807387777108236,0.947565750999231,2.372,2.52,13.513513513513514,-3.6486486486486487,1.7457083864413103,0.9408851226861316,0.8989348100449662,,,,,,Hold (Hala Buy),False,False
