open_time,open,high,low,close,volume,close_time
2024-10-24 15:00:00+03:00,11.854,11.936,11.766,11.886,39234.48,2024-10-24 18:59:59.999000+03:00
2024-10-24 19:00:00+03:00,11.886,11.957,11.789,11.952,20736.64,2024-10-24 22:59:59.999000+03:00
2024-10-24 23:00:00+03:00,11.948,12.034,11.783,11.833,30962.89,2024-10-25 02:59:59.999000+03:00
2024-10-25 03:00:00+03:00,11.843,11.91,11.666,11.744,19386.75,2024-10-25 06:59:59.999000+03:00
2024-10-25 07:00:00+03:00,11.74,11.756,11.463,11.528,31987.12,2024-10-25 10:59:59.999000+03:00
2024-10-25 11:00:00+03:00,11.526,11.642,11.379,11.59,47645.92,2024-10-25 14:59:59.999000+03:00
2024-10-25 15:00:00+03:00,11.588,11.766,11.459,11.524,40864.71,2024-10-25 18:59:59.999000+03:00
2024-10-25 19:00:00+03:00,11.524,11.632,11.181,11.312,58704.13,2024-10-25 22:59:59.999000+03:00
2024-10-25 23:00:00+03:00,11.312,11.43,10.2,10.732,90378.17,2024-10-26 02:59:59.999000+03:00
2024-10-26 03:00:00+03:00,10.719,10.951,10.503,10.888,65125.11,2024-10-26 06:59:59.999000+03:00
2024-10-26 07:00:00+03:00,10.896,11.007,10.836,10.896,32534.07,2024-10-26 10:59:59.999000+03:00
2024-10-26 11:00:00+03:00,10.896,11.04,10.837,10.848,32101.35,2024-10-26 14:59:59.999000+03:00
2024-10-26 15:00:00+03:00,10.851,10.918,10.57,10.653,25399.5,2024-10-26 18:59:59.999000+03:00
2024-10-26 19:00:00+03:00,10.644,10.863,10.575,10.839,18775.23,2024-10-26 22:59:59.999000+03:00
2024-10-26 23:00:00+03:00,10.848,11.004,10.839,10.877,20299.53,2024-10-27 02:59:59.999000+03:00
2024-10-27 03:00:00+03:00,10.88,10.88,10.753,10.875,13726.92,2024-10-27 06:59:59.999000+03:00
2024-10-27 07:00:00+03:00,10.881,10.883,10.725,10.75,12682.41,2024-10-27 10:59:59.999000+03:00
2024-10-27 11:00:00+03:00,10.75,10.817,10.691,10.739,12920.29,2024-10-27 14:59:59.999000+03:00
2024-10-27 15:00:00+03:00,10.739,11.04,10.738,11.022,24318.94,2024-10-27 18:59:59.999000+03:00
2024-10-27 19:00:00+03:00,11.041,11.153,10.942,11.019,15215.56,2024-10-27 22:59:59.999000+03:00
2024-10-27 23:00:00+03:00,11.024,11.204,10.994,11.095,15171.36,2024-10-28 02:59:59.999000+03:00
2024-10-28 03:00:00+03:00,11.103,11.148,10.685,10.724,27899.91,2024-10-28 06:59:59.999000+03:00
2024-10-28 07:00:00+03:00,10.722,11.024,10.647,10.93,23191.56,2024-10-28 10:59:59.999000+03:00
2024-10-28 11:00:00+03:00,10.937,11.041,10.865,10.951,22734.15,2024-10-28 14:59:59.999000+03:00
2024-10-28 15:00:00+03:00,10.953,10.977,10.598,10.641,39222.13,2024-10-28 18:59:59.999000+03:00
2024-10-28 19:00:00+03:00,10.643,10.87,10.48,10.762,36026.69,2024-10-28 22:59:59.999000+03:00
2024-10-28 23:00:00+03:00,10.767,11.188,10.759,11.025,28557.47,2024-10-29 02:59:59.999000+03:00
2024-10-29 03:00:00+03:00,11.031,11.287,10.999,11.189,81994.92,2024-10-29 06:59:59.999000+03:00
2024-10-29 07:00:00+03:00,11.184,11.277,11.14,11.21,41335.32,2024-10-29 10:59:59.999000+03:00
2024-10-29 11:00:00+03:00,11.22,11.285,11.181,11.218,25471.77,2024-10-29 14:59:59.999000+03:00
2024-10-29 15:00:00+03:00,11.22,11.318,11.119,11.304,43110.07,2024-10-29 18:59:59.999000+03:00
2024-10-29 19:00:00+03:00,11.297,11.483,11.137,11.189,60366.23,2024-10-29 22:59:59.999000+03:00
2024-10-29 23:00:00+03:00,11.18,11.41,11.065,11.324,41248.5,2024-10-30 02:59:59.999000+03:00
2024-10-30 03:00:00+03:00,11.323,11.43,11.223,11.336,36918.26,2024-10-30 06:59:59.999000+03:00
2024-10-30 07:00:00+03:00,11.337,11.588,11.302,11.387,53409.12,2024-10-30 10:59:59.999000+03:00
2024-10-30 11:00:00+03:00,11.387,11.444,11.01,11.03,77561.03,2024-10-30 14:59:59.999000+03:00
2024-10-30 15:00:00+03:00,11.032,11.363,10.956,11.133,70000.19,2024-10-30 18:59:59.999000+03:00
2024-10-30 19:00:00+03:00,11.136,11.204,11.046,11.078,63297.29,2024-10-30 22:59:59.999000+03:00
2024-10-30 23:00:00+03:00,11.08,11.193,10.995,11.056,25277.59,2024-10-31 02:59:59.999000+03:00
2024-10-31 03:00:00+03:00,11.058,11.103,10.846,10.965,60113.26,2024-10-31 06:59:59.999000+03:00
2024-10-31 07:00:00+03:00,10.966,11.012,10.799,10.837,40593.58,2024-10-31 10:59:59.999000+03:00
2024-10-31 11:00:00+03:00,10.841,10.941,10.727,10.886,37326.16,2024-10-31 14:59:59.999000+03:00
2024-10-31 15:00:00+03:00,10.893,10.924,10.587,10.742,94561.93,2024-10-31 18:59:59.999000+03:00
2024-10-31 19:00:00+03:00,10.742,10.767,10.379,10.483,64186.96,2024-10-31 22:59:59.999000+03:00
2024-10-31 23:00:00+03:00,10.479,10.637,10.451,10.571,30111.36,2024-11-01 02:59:59.999000+03:00
2024-11-01 03:00:00+03:00,10.571,10.687,10.343,10.587,48844.32,2024-11-01 06:59:59.999000+03:00
2024-11-01 07:00:00+03:00,10.581,10.643,10.307,10.382,32675.94,2024-11-01 10:59:59.999000+03:00
2024-11-01 11:00:00+03:00,10.385,10.624,10.369,10.572,21125.25,2024-11-01 14:59:59.999000+03:00
2024-11-01 15:00:00+03:00,10.569,10.91,10.263,10.402,60863.15,2024-11-01 18:59:59.999000+03:00
2024-11-01 19:00:00+03:00,10.398,10.595,10.304,10.359,38158.51,2024-11-01 22:59:59.999000+03:00
2024-11-01 23:00:00+03:00,10.356,10.43,10.177,10.345,24930.49,2024-11-02 02:59:59.999000+03:00
2024-11-02 03:00:00+03:00,10.346,10.465,10.314,10.333,20557.63,2024-11-02 06:59:59.999000+03:00
2024-11-02 07:00:00+03:00,10.332,10.356,10.248,10.283,19969.14,2024-11-02 10:59:59.999000+03:00
2024-11-02 11:00:00+03:00,10.282,10.308,10.192,10.202,20691.07,2024-11-02 14:59:59.999000+03:00
2024-11-02 15:00:00+03:00,10.201,10.216,9.872,10.026,71048.21,2024-11-02 18:59:59.999000+03:00
2024-11-02 19:00:00+03:00,10.03,10.081,9.826,9.998,30865.17,2024-11-02 22:59:59.999000+03:00
2024-11-02 23:00:00+03:00,9.988,10.007,9.861,9.969,16025.76,2024-11-03 02:59:59.999000+03:00
2024-11-03 03:00:00+03:00,9.973,10.033,9.473,9.67,55097.68,2024-11-03 06:59:59.999000+03:00
2024-11-03 07:00:00+03:00,9.671,9.853,9.669,9.792,27758.22,2024-11-03 10:59:59.999000+03:00
2024-11-03 11:00:00+03:00,9.786,9.821,9.513,9.523,29852.33,2024-11-03 14:59:59.999000+03:00
2024-11-03 15:00:00+03:00,9.522,9.609,8.92,9.261,134359.24,2024-11-03 18:59:59.999000+03:00
2024-11-03 19:00:00+03:00,9.253,9.341,9.061,9.308,31779.22,2024-11-03 22:59:59.999000+03:00
2024-11-03 23:00:00+03:00,9.309,9.455,9.282,9.409,28019.98,2024-11-04 02:59:59.999000+03:00
2024-11-04 03:00:00+03:00,9.411,9.5,9.259,9.295,42373.79,2024-11-04 06:59:59.999000+03:00
2024-11-04 07:00:00+03:00,9.298,9.386,9.155,9.168,22622.83,2024-11-04 10:59:59.999000+03:00
2024-11-04 11:00:00+03:00,9.171,9.423,9.129,9.33,53790.23,2024-11-04 14:59:59.999000+03:00
2024-11-04 15:00:00+03:00,9.336,9.535,9.224,9.327,98545.22,2024-11-04 18:59:59.999000+03:00
2024-11-04 19:00:00+03:00,9.33,9.354,9.094,9.149,39518.14,2024-11-04 22:59:59.999000+03:00
2024-11-04 23:00:00+03:00,9.143,9.158,8.818,9.077,46418.65,2024-11-05 02:59:59.999000+03:00
2024-11-05 03:00:00+03:00,9.073,9.252,9.051,9.193,26578.61,2024-11-05 06:59:59.999000+03:00
2024-11-05 07:00:00+03:00,9.191,9.3,9.177,9.278,22179.65,2024-11-05 10:59:59.999000+03:00
2024-11-05 11:00:00+03:00,9.283,9.357,9.188,9.243,19834.69,2024-11-05 14:59:59.999000+03:00
2024-11-05 15:00:00+03:00,9.247,9.606,9.217,9.584,64558.33,2024-11-05 18:59:59.999000+03:00
2024-11-05 19:00:00+03:00,9.584,9.761,9.384,9.425,74652.56,2024-11-05 22:59:59.999000+03:00
2024-11-05 23:00:00+03:00,9.429,9.617,9.391,9.55,25914.44,2024-11-06 02:59:59.999000+03:00
2024-11-06 03:00:00+03:00,9.546,10.214,9.545,10.136,132363.07,2024-11-06 06:59:59.999000+03:00
2024-11-06 07:00:00+03:00,10.144,10.5,10.076,10.273,123434.63,2024-11-06 10:59:59.999000+03:00
