open_time,open,high,low,close,volume,close_time
2024-10-24 15:00:00+03:00,1.762e-05,1.79e-05,1.76e-05,1.775e-05,362984240729.0,2024-10-24 18:59:59.999000+03:00
2024-10-24 19:00:00+03:00,1.775e-05,1.8e-05,1.769e-05,1.798e-05,227461936448.0,2024-10-24 22:59:59.999000+03:00
2024-10-24 23:00:00+03:00,1.798e-05,1.819e-05,1.786e-05,1.803e-05,273196871781.0,2024-10-25 02:59:59.999000+03:00
2024-10-25 03:00:00+03:00,1.804e-05,1.809e-05,1.769e-05,1.782e-05,213260034660.0,2024-10-25 06:59:59.999000+03:00
2024-10-25 07:00:00+03:00,1.782e-05,1.785e-05,1.75e-05,1.761e-05,213749344772.0,2024-10-25 10:59:59.999000+03:00
2024-10-25 11:00:00+03:00,1.762e-05,1.788e-05,1.747e-05,1.784e-05,219050807256.0,2024-10-25 14:59:59.999000+03:00
2024-10-25 15:00:00+03:00,1.784e-05,1.789e-05,1.732e-05,1.742e-05,384437464453.0,2024-10-25 18:59:59.999000+03:00
2024-10-25 19:00:00+03:00,1.742e-05,1.751e-05,1.698e-05,1.732e-05,703174860348.0,2024-10-25 22:59:59.999000+03:00
2024-10-25 23:00:00+03:00,1.732e-05,1.745e-05,1.583e-05,1.656e-05,1725379594785.0,2024-10-26 02:59:59.999000+03:00
2024-10-26 03:00:00+03:00,1.656e-05,1.681e-05,1.637e-05,1.676e-05,654791308314.0,2024-10-26 06:59:59.999000+03:00
2024-10-26 07:00:00+03:00,1.677e-05,1.697e-05,1.673e-05,1.689e-05,228658544586.0,2024-10-26 10:59:59.999000+03:00
2024-10-26 11:00:00+03:00,1.689e-05,1.701e-05,1.687e-05,1.695e-05,162833711971.0,2024-10-26 14:59:59.999000+03:00
2024-10-26 15:00:00+03:00,1.695e-05,1.7e-05,1.655e-05,1.669e-05,351825419883.0,2024-10-26 18:59:59.999000+03:00
2024-10-26 19:00:00+03:00,1.668e-05,1.711e-05,1.663e-05,1.702e-05,289273699339.0,2024-10-26 22:59:59.999000+03:00
2024-10-26 23:00:00+03:00,1.702e-05,1.716e-05,1.699e-05,1.701e-05,129344915733.0,2024-10-27 02:59:59.999000+03:00
2024-10-27 03:00:00+03:00,1.702e-05,1.708e-05,1.686e-05,1.706e-05,135617916620.0,2024-10-27 06:59:59.999000+03:00
2024-10-27 07:00:00+03:00,1.707e-05,1.709e-05,1.698e-05,1.7e-05,90701949221.0,2024-10-27 10:59:59.999000+03:00
2024-10-27 11:00:00+03:00,1.7e-05,1.706e-05,1.683e-05,1.69e-05,133097014330.0,2024-10-27 14:59:59.999000+03:00
2024-10-27 15:00:00+03:00,1.69e-05,1.725e-05,1.689e-05,1.72e-05,252447120201.0,2024-10-27 18:59:59.999000+03:00
2024-10-27 19:00:00+03:00,1.719e-05,1.736e-05,1.705e-05,1.714e-05,240271095662.0,2024-10-27 22:59:59.999000+03:00
2024-10-27 23:00:00+03:00,1.713e-05,1.738e-05,1.712e-05,1.723e-05,204774241651.0,2024-10-28 02:59:59.999000+03:00
2024-10-28 03:00:00+03:00,1.724e-05,1.727e-05,1.69e-05,1.693e-05,248743650157.0,2024-10-28 06:59:59.999000+03:00
2024-10-28 07:00:00+03:00,1.693e-05,1.716e-05,1.681e-05,1.703e-05,266813124183.0,2024-10-28 10:59:59.999000+03:00
