open_time,open,high,low,close,volume,close_time
2024-10-24 15:00:00+03:00,0.4218,0.4284,0.42,0.4216,15512606.1,2024-10-24 18:59:59.999000+03:00
2024-10-24 19:00:00+03:00,0.4216,0.4263,0.4201,0.4252,9355884.8,2024-10-24 22:59:59.999000+03:00
2024-10-24 23:00:00+03:00,0.4253,0.4268,0.4193,0.4217,11218133.4,2024-10-25 02:59:59.999000+03:00
2024-10-25 03:00:00+03:00,0.4218,0.4228,0.4052,0.408,19190372.8,2024-10-25 06:59:59.999000+03:00
2024-10-25 07:00:00+03:00,0.4081,0.4089,0.3997,0.4025,18153971.8,2024-10-25 10:59:59.999000+03:00
2024-10-25 11:00:00+03:00,0.4026,0.407,0.3896,0.4064,17572346.6,2024-10-25 14:59:59.999000+03:00
2024-10-25 15:00:00+03:00,0.4064,0.4083,0.3963,0.3994,17696045.1,2024-10-25 18:59:59.999000+03:00
2024-10-25 19:00:00+03:00,0.3994,0.4001,0.3855,0.39,40678248.9,2024-10-25 22:59:59.999000+03:00
2024-10-25 23:00:00+03:00,0.3899,0.3941,0.3526,0.3722,53296444.3,2024-10-26 02:59:59.999000+03:00
2024-10-26 03:00:00+03:00,0.3722,0.373,0.3646,0.3704,35334553.4,2024-10-26 06:59:59.999000+03:00
2024-10-26 07:00:00+03:00,0.3704,0.3771,0.3656,0.3756,17017276.1,2024-10-26 10:59:59.999000+03:00
2024-10-26 11:00:00+03:00,0.3757,0.3823,0.3742,0.3805,9377395.9,2024-10-26 14:59:59.999000+03:00
2024-10-26 15:00:00+03:00,0.3805,0.3817,0.3674,0.3693,11880244.0,2024-10-26 18:59:59.999000+03:00
2024-10-26 19:00:00+03:00,0.3693,0.377,0.3676,0.376,10255426.9,2024-10-26 22:59:59.999000+03:00
2024-10-26 23:00:00+03:00,0.3761,0.3798,0.3748,0.3779,5255191.0,2024-10-27 02:59:59.999000+03:00
2024-10-27 03:00:00+03:00,0.3779,0.3795,0.3737,0.3786,4079930.6,2024-10-27 06:59:59.999000+03:00
2024-10-27 07:00:00+03:00,0.3786,0.3794,0.3754,0.3779,3244885.1,2024-10-27 10:59:59.999000+03:00
2024-10-27 11:00:00+03:00,0.378,0.3789,0.3714,0.3727,5887319.1,2024-10-27 14:59:59.999000+03:00
2024-10-27 15:00:00+03:00,0.3726,0.3834,0.3724,0.3787,11201777.0,2024-10-27 18:59:59.999000+03:00
2024-10-27 19:00:00+03:00,0.3788,0.3827,0.3734,0.374,6373548.0,2024-10-27 22:59:59.999000+03:00
2024-10-27 23:00:00+03:00,0.3741,0.3818,0.3703,0.3748,8880905.3,2024-10-28 02:59:59.999000+03:00
2024-10-28 03:00:00+03:00,0.3748,0.3759,0.357,0.3586,21049534.5,2024-10-28 06:59:59.999000+03:00
2024-10-28 07:00:00+03:00,0.3585,0.3709,0.3553,0.3692,13755453.7,2024-10-28 10:59:59.999000+03:00
2024-10-28 11:00:00+03:00,0.3693,0.3706,0.3641,0.3652,7593867.5,2024-10-28 14:59:59.999000+03:00
2024-10-28 15:00:00+03:00,0.3651,0.3676,0.3563,0.3578,12759379.4,2024-10-28 18:59:59.999000+03:00
2024-10-28 19:00:00+03:00,0.3577,0.3651,0.3526,0.3604,13541765.1,2024-10-28 22:59:59.999000+03:00
2024-10-28 23:00:00+03:00,0.3604,0.3755,0.3587,0.3722,14848969.1,2024-10-29 02:59:59.999000+03:00
2024-10-29 03:00:00+03:00,0.3722,0.3916,0.371,0.3875,24095380.3,2024-10-29 06:59:59.999000+03:00
2024-10-29 07:00:00+03:00,0.3876,0.3883,0.3807,0.3819,7603528.9,2024-10-29 10:59:59.999000+03:00
2024-10-29 11:00:00+03:00,0.382,0.3993,0.3818,0.3949,17146851.7,2024-10-29 14:59:59.999000+03:00
2024-10-29 15:00:00+03:00,0.3949,0.4014,0.3898,0.3959,21162974.8,2024-10-29 18:59:59.999000+03:00
2024-10-29 19:00:00+03:00,0.396,0.4032,0.3875,0.3882,30813530.3,2024-10-29 22:59:59.999000+03:00
2024-10-29 23:00:00+03:00,0.3883,0.3968,0.3842,0.3965,11434641.2,2024-10-30 02:59:59.999000+03:00
2024-10-30 03:00:00+03:00,0.3965,0.4196,0.3924,0.4152,43941210.5,2024-10-30 06:59:59.999000+03:00
2024-10-30 07:00:00+03:00,0.4153,0.4204,0.4082,0.4095,23519223.4,2024-10-30 10:59:59.999000+03:00
2024-10-30 11:00:00+03:00,0.4094,0.4206,0.4057,0.4108,21424657.5,2024-10-30 14:59:59.999000+03:00
2024-10-30 15:00:00+03:00,0.4108,0.4207,0.4036,0.4042,29636820.9,2024-10-30 18:59:59.999000+03:00
2024-10-30 19:00:00+03:00,0.4042,0.4094,0.3998,0.4027,14232163.4,2024-10-30 22:59:59.999000+03:00
2024-10-30 23:00:00+03:00,0.4028,0.4113,0.3993,0.4071,11091832.1,2024-10-31 02:59:59.999000+03:00
2024-10-31 03:00:00+03:00,0.4071,0.4088,0.3961,0.3973,12803233.1,2024-10-31 06:59:59.999000+03:00
2024-10-31 07:00:00+03:00,0.3971,0.4004,0.3946,0.3994,5904353.4,2024-10-31 10:59:59.999000+03:00
2024-10-31 11:00:00+03:00,0.3994,0.3996,0.3919,0.3935,10673139.6,2024-10-31 14:59:59.999000+03:00
2024-10-31 15:00:00+03:00,0.3935,0.3943,0.3851,0.3923,20279938.7,2024-10-31 18:59:59.999000+03:00
2024-10-31 19:00:00+03:00,0.3921,0.3932,0.3828,0.3854,12849071.1,2024-10-31 22:59:59.999000+03:00
2024-10-31 23:00:00+03:00,0.3854,0.3929,0.3849,0.3853,9950135.3,2024-11-01 02:59:59.999000+03:00
2024-11-01 03:00:00+03:00,0.3852,0.3929,0.3786,0.3902,15976055.4,2024-11-01 06:59:59.999000+03:00
2024-11-01 07:00:00+03:00,0.3904,0.3939,0.3805,0.3861,11040848.9,2024-11-01 10:59:59.999000+03:00
2024-11-01 11:00:00+03:00,0.3861,0.3923,0.384,0.3903,9625301.3,2024-11-01 14:59:59.999000+03:00
2024-11-01 15:00:00+03:00,0.3904,0.4044,0.3777,0.3811,32588348.9,2024-11-01 18:59:59.999000+03:00
2024-11-01 19:00:00+03:00,0.3811,0.3903,0.3789,0.3822,13083136.2,2024-11-01 22:59:59.999000+03:00
2024-11-01 23:00:00+03:00,0.3824,0.384,0.3726,0.3787,8204052.1,2024-11-02 02:59:59.999000+03:00
2024-11-02 03:00:00+03:00,0.3786,0.3848,0.3774,0.3777,5999972.3,2024-11-02 06:59:59.999000+03:00
2024-11-02 07:00:00+03:00,0.3777,0.3786,0.3741,0.3766,6868031.8,2024-11-02 10:59:59.999000+03:00
2024-11-02 11:00:00+03:00,0.3767,0.378,0.3709,0.3725,4825031.5,2024-11-02 14:59:59.999000+03:00
2024-11-02 15:00:00+03:00,0.3724,0.3733,0.3621,0.3686,11750152.0,2024-11-02 18:59:59.999000+03:00
2024-11-02 19:00:00+03:00,0.3686,0.37,0.3622,0.3651,6246324.5,2024-11-02 22:59:59.999000+03:00
2024-11-02 23:00:00+03:00,0.3651,0.3679,0.3644,0.3663,3462244.8,2024-11-03 02:59:59.999000+03:00
